state,stateTotalRecords,ATTOMID,AccessabilityElevatorFlag,AccessabilityHandicapFlag,ArborPergolaFlag,Area1stFloor,Area2ndFloor,AreaBuilding,AreaBuildingDefinitionCode,AreaGross,AreaLotAcres,AreaLotDepth,AreaLotSF,AreaLotWidth,AreaUpperFloors,ArenaFlag,AssessorLastSaleAmount,AssessorLastSaleDate,AssessorPriorSaleAmount,AssessorPriorSaleDate,BalconyArea,BathCount,BathHouseArea,BathHouseFlag,BathPartialCount,BedroomsCount,BoatAccessFlag,BoatHouseArea,BoatHouseFlag,BoatLiftFlag,BreezewayFlag,BuildingsCount,CBSACode,CBSAName,CabinArea,CabinFlag,CanopyArea,CanopyFlag,CensusBlock,CensusBlockGroup,CensusFIPSPlaceCode,CensusTract,CentralVacuumFlag,CombinedStatisticalArea,CommunityRecRoomFlag,CompanyFlag,CongressionalDistrictHouse,Construction,ConstructionFireResistanceClass,ContactOwnerMailAddressCRRT,ContactOwnerMailAddressCity,ContactOwnerMailAddressFull,ContactOwnerMailAddressHouseNumber,ContactOwnerMailAddressInfoFormat,ContactOwnerMailAddressState,ContactOwnerMailAddressStreetDirection,ContactOwnerMailAddressStreetName,ContactOwnerMailAddressStreetPostDirection,ContactOwnerMailAddressStreetSuffix,ContactOwnerMailAddressUnit,ContactOwnerMailAddressUnitPrefix,ContactOwnerMailAddressZIP,ContactOwnerMailAddressZIP4,ContactOwnerMailInfoPrivacy,ContactOwnerMailingCounty,ContactOwnerMailingFIPS,ContentIntercomFlag,ContentOverheadDoorFlag,ContentSaunaFlag,ContentSoundSystemFlag,ContentStormShutterFlag,CourtyardArea,CourtyardFlag,DeckArea,DeckFlag,DeedLastDocumentNumber,DeedLastSaleDate,DeedLastSaleDocumentBook,DeedLastSaleDocumentPage,DeedLastSalePrice,DeedLastSaleTransactionID,DeedOwner1NameFirst,DeedOwner1NameFull,DeedOwner1NameLast,DeedOwner1NameMiddle,DeedOwner1NameSuffix,DeedOwner2NameFirst,DeedOwner2NameFull,DeedOwner2NameLast,DeedOwner2NameMiddle,DeedOwner2NameSuffix,DeedOwner3NameFirst,DeedOwner3NameFull,DeedOwner3NameLast,DeedOwner3NameMiddle,DeedOwner3NameSuffix,DeedOwner4NameFirst,DeedOwner4NameFull,DeedOwner4NameLast,DeedOwner4NameMiddle,DeedOwner4NameSuffix,DrivewayArea,DrivewayMaterial,EscalatorFlag,Exterior1Code,FeatureBalconyFlag,FenceArea,FenceCode,Fireplace,FireplaceCount,FlooringMaterialPrimary,Foundation,GazeboArea,GazeboFlag,GeoQuality,GolfCourseGreenFlag,GraineryArea,GraineryFlag,GreenHouseArea,GreenHouseFlag,GuestHouseArea,GuestHouseFlag,HVACCoolingDetail,HVACHeatingDetail,HVACHeatingFuel,InteriorStructure,KennelArea,KennelFlag,LastAssessorTaxRollUpdate,LastOwnershipTransferDate,LastOwnershipTransferDocumentNumber,LastOwnershipTransferTransactionID,LeanToArea,LeanToFlag,LegalBlock1,LegalBlock2,LegalDescription,LegalLotNumber1,LegalLotNumber2,LegalLotNumber3,LegalPhase,LegalQuarter,LegalQuarterQuarter,LegalRange,LegalSection,LegalSubdivision,LegalTownship,LegalTractNumber,LegalUnit,LoadingPlatformArea,LoadingPlatformFlag,MSACode,MSAName,MetropolitanDivision,MilkHouseArea,MilkHouseFlag,MinorCivilDivisionCode,MinorCivilDivisionName,NeighborhoodCode,OutdoorKitchenFireplaceFlag,OwnerTypeDescription1,OwnerTypeDescription2,OwnershipVestingRelationCode,ParcelAccountNumber,ParcelMapBook,ParcelMapPage,ParcelNumberAlternate,ParcelNumberFormatted,ParcelNumberPrevious,ParcelNumberRaw,ParcelNumberYearAdded,ParcelNumberYearChange,ParcelShellRecord,ParkingCarport,ParkingCarportArea,ParkingGarage,ParkingGarageArea,ParkingRVParkingFlag,ParkingSpaceCount,PartyOwner1NameFirst,PartyOwner1NameFull,PartyOwner1NameLast,PartyOwner1NameMiddle,PartyOwner1NameSuffix,PartyOwner2NameFirst,PartyOwner2NameFull,PartyOwner2NameLast,PartyOwner2NameMiddle,PartyOwner2NameSuffix,PartyOwner3NameFirst,PartyOwner3NameFull,PartyOwner3NameLast,PartyOwner3NameMiddle,PartyOwner3NameSuffix,PartyOwner4NameFirst,PartyOwner4NameFull,PartyOwner4NameLast,PartyOwner4NameMiddle,PartyOwner4NameSuffix,PatioArea,PlumbingFixturesCount,PoleStructureArea,PoleStructureFlag,PondFlag,Pool,PoolArea,PoolHouseArea,PoolHouseFlag,PorchArea,PorchCode,PoultryHouseArea,PoultryHouseFlag,PreviousAssessedValue,PropertyAddressCRRT,PropertyAddressCity,PropertyAddressFull,PropertyAddressHouseNumber,PropertyAddressInfoPrivacy,PropertyAddressState,PropertyAddressStreetDirection,PropertyAddressStreetName,PropertyAddressStreetPostDirection,PropertyAddressStreetSuffix,PropertyAddressUnitPrefix,PropertyAddressUnitValue,PropertyAddressZIP,PropertyAddressZIP4,PropertyJurisdictionName,PropertyLatitude,PropertyLongitude,PropertyUseGroup,PropertyUseMuni,PropertyUseStandardized,QuonsetArea,QuonsetFlag,RoofConstruction,RoofMaterial,RoomsAtticArea,RoomsAtticFlag,RoomsBasementArea,RoomsBasementAreaFinished,RoomsBasementAreaUnfinished,RoomsBonusRoomFlag,RoomsBreakfastNookFlag,RoomsCellarFlag,RoomsCellarWineFlag,RoomsCount,RoomsExerciseFlag,RoomsFamilyCode,RoomsGameFlag,RoomsGreatFlag,RoomsHobbyFlag,RoomsLaundryFlag,RoomsMediaFlag,RoomsMudFlag,RoomsOfficeArea,RoomsOfficeFlag,RoomsSafeRoomFlag,RoomsSittingFlag,RoomsStormShelter,RoomsStudyFlag,RoomsSunroomFlag,RoomsUtilityArea,RoomsUtilityCode,SafetyFireSprinklersFlag,SecurityAlarmFlag,ShedArea,ShedCode,SiloArea,SiloFlag,SitusCounty,SitusStateCountyFIPS,SportsCourtFlag,SprinklersFlag,StableArea,StableFlag,StatusOwnerOccupiedFlag,StorageBuildingArea,StorageBuildingFlag,StoriesCount,StructureStyle,TaxAssessedImprovementsPerc,TaxAssessedValueImprovements,TaxAssessedValueLand,TaxAssessedValueTotal,TaxBilledAmount,TaxDelinquentYear,TaxExemptionAdditional,TaxExemptionDisabledFlag,TaxExemptionHomeownerFlag,TaxExemptionSeniorFlag,TaxExemptionVeteranFlag,TaxExemptionWidowFlag,TaxFiscalYear,TaxMarketImprovementsPerc,TaxMarketValueImprovements,TaxMarketValueLand,TaxMarketValueTotal,TaxMarketValueYear,TaxRateArea,TaxYearAssessed,TennisCourtFlag,TopographyCode,TotalRecords,TrustDescription,UnitsCount,UtilitiesMobileHomeHookupFlag,UtilitiesSewageUsage,UtilitiesWaterSource,UtilityBuildingArea,UtilityBuildingFlag,ViewDescription,WaterFeatureFlag,WetBarFlag,YearBuilt,YearBuiltEffective,ZonedCodeLocal
SD,736753,100,0,0,0,3,0,27,20,9,87,17,87,17,2,0,10,33,3,6,2,18,0,0,2,20,0,0,0,0,0,1,53,53,0,0,0,0,98,2,0,2,0,0,0,31,2,11,0,96,98,98,82,96,98,24,98,5,77,3,3,98,96,0,98,98,0,0,0,0,0,0,0,10,10,35,100,8,8,100,6,73,100,100,44,1,31,32,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,5,4,9,11,0,0,100,0,0,0,0,0,0,0,13,15,10,11,0,0,100,100,13,6,0,0,41,0,100,57,0,0,0,0,0,1,1,46,1,16,2,0,0,53,53,0,0,0,0,0,10,0,100,14,100,15,0,0,6,0,1,100,10,9,0,7,0,17,15,0,14,66,100,100,38,1,25,25,25,13,0,11,15,15,6,0,1,1,1,0,0,7,16,0,0,0,0,0,0,0,9,9,0,0,97,44,86,53,50,0,100,20,53,4,49,2,2,85,44,100,86,86,100,76,100,0,0,16,0,0,0,16,9,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,100,4607212,0,0,0,0,91,0,0,18,14,39,39,76,93,59,0,5,0,0,0,0,0,67,0,0,1,1,1,10,100,100,8,2228703,37,7,0,8,9,1,1,10,0,0,32,1,2
TN,3579436,100,0,0,0,0,2,77,73,72,82,54,93,55,14,0,60,96,44,77,0,68,0,0,9,21,0,0,0,0,0,3,87,87,0,0,2,2,97,3,1,3,0,0,0,13,67,12,1,93,98,98,90,51,98,7,98,4,87,5,3,98,92,0,98,98,0,0,0,0,0,0,0,21,17,96,100,43,41,99,54,84,97,97,56,4,39,40,40,23,1,1,1,1,1,0,0,0,0,0,0,6,0,0,69,0,0,0,33,27,34,52,0,0,100,0,0,0,0,0,0,0,65,66,3,39,0,0,100,100,77,67,0,0,13,0,100,61,17,0,1,0,0,0,0,71,0,96,1,0,0,86,86,0,0,0,4,0,31,0,79,20,100,17,0,0,9,1,24,100,81,19,0,39,3,44,33,0,35,82,100,98,55,4,35,35,35,21,1,7,8,8,4,0,0,0,0,0,0,35,55,3,3,0,4,3,0,0,56,47,0,0,99,78,99,100,82,0,100,6,100,4,95,3,3,99,79,100,97,97,100,90,100,0,0,61,0,2,1,18,9,14,0,0,0,0,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,11,0,0,100,4710122,0,0,0,0,68,0,0,72,18,64,64,79,96,96,0,3,0,0,0,0,0,100,77,77,96,99,98,16,100,99,75,11199281,37,77,0,71,72,10,10,96,0,0,77,64,37
TX,14114825,100,0,0,0,12,6,71,69,63,87,24,89,24,1,0,0,68,0,8,0,47,0,0,7,35,0,0,0,0,0,12,87,87,0,0,2,2,98,2,1,2,0,1,0,18,49,24,1,95,98,98,86,74,98,12,98,2,75,8,7,98,95,0,98,98,0,0,0,0,0,0,0,4,3,69,100,13,13,95,38,82,98,98,48,4,32,33,33,16,1,0,1,1,0,0,0,0,0,0,0,1,0,0,44,0,0,6,24,21,10,41,0,0,99,0,0,0,0,0,0,0,48,49,2,12,0,0,100,100,55,40,0,0,60,0,100,72,7,0,0,0,0,0,0,85,0,90,0,0,0,86,86,20,0,0,2,0,68,0,91,15,100,89,0,0,20,1,37,100,78,41,0,44,6,48,43,0,41,78,100,99,45,4,28,29,29,14,0,7,9,9,4,0,0,0,0,0,0,14,11,0,0,0,5,3,0,0,46,32,0,0,97,72,95,89,79,0,100,12,89,2,74,4,4,94,71,100,87,87,100,98,100,0,0,28,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,3,0,0,100,4823342,0,1,0,0,80,6,6,53,14,69,70,86,93,89,3,12,2,25,8,1,0,98,71,72,93,99,98,35,100,99,12,38860165,27,48,0,1,1,2,2,88,0,0,68,36,14
UT,1446678,100,0,0,0,0,0,69,66,58,93,2,97,2,7,0,0,3,0,1,0,53,0,0,15,51,0,0,0,0,0,3,87,87,0,0,0,0,99,1,1,1,0,1,0,30,48,11,2,95,98,98,87,68,98,70,98,30,50,8,6,98,94,0,97,97,0,0,0,0,0,0,0,11,11,70,99,34,33,99,38,71,97,97,47,1,30,32,32,17,0,1,2,2,0,0,0,0,0,0,0,0,0,0,52,0,0,3,24,23,3,12,0,0,98,0,0,0,0,0,0,0,46,55,3,17,0,0,100,100,72,40,0,0,15,0,98,67,2,0,10,0,0,32,32,71,32,72,7,0,0,87,87,0,0,0,2,0,45,0,95,24,100,37,0,0,2,2,4,100,62,7,0,36,3,37,34,0,11,64,100,100,41,1,24,24,24,13,0,10,16,16,5,0,1,1,1,0,0,21,0,0,0,0,1,1,0,0,35,33,0,0,98,71,93,79,78,0,100,68,79,34,43,6,6,92,71,100,87,87,100,60,100,0,0,50,1,5,4,34,22,31,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,8,0,0,100,4903465,0,0,0,0,81,0,0,59,42,70,70,93,96,93,2,6,0,15,0,0,0,99,71,71,95,96,94,64,100,98,27,17797925,59,46,0,26,25,0,0,72,0,0,69,41,39
VA,4025790,100,0,0,0,2,1,70,69,59,78,9,86,10,2,0,50,78,29,43,7,67,0,0,31,64,0,0,0,0,0,2,83,83,0,0,0,0,99,1,0,1,0,1,0,18,47,37,1,97,98,98,90,91,98,6,98,3,89,6,5,98,97,0,98,98,0,0,0,0,0,0,0,27,24,89,100,19,19,98,38,84,99,99,68,7,33,33,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,1,40,32,30,42,0,0,99,0,0,0,0,0,0,0,63,67,29,36,0,0,100,100,53,42,0,0,25,0,100,64,5,0,5,0,0,0,3,69,0,78,2,0,0,81,81,25,0,0,1,0,64,0,98,16,100,58,0,0,6,1,34,100,55,54,0,31,2,38,30,0,27,81,100,100,64,6,29,29,29,21,0,15,17,17,10,0,0,0,0,0,0,27,8,0,0,0,3,2,0,0,36,31,0,0,99,76,98,86,80,0,100,5,86,3,85,5,4,98,76,100,94,94,100,89,100,0,0,59,1,3,1,26,14,17,0,0,0,0,59,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,100,5123877,0,0,0,0,83,2,2,67,38,77,78,98,99,92,2,4,0,0,0,0,0,97,77,77,98,98,97,50,100,99,27,8668539,24,49,0,51,52,1,1,78,0,0,70,17,79
VT,353114,100,0,0,0,3,0,46,21,34,89,0,89,0,0,0,15,17,1,1,0,43,0,0,7,43,0,0,0,0,0,3,70,70,0,0,0,0,99,1,0,1,0,3,0,17,48,13,0,94,98,98,83,77,99,5,98,2,76,5,4,98,93,0,98,98,0,0,0,0,0,0,0,0,8,38,99,14,14,100,29,81,95,95,52,3,26,27,27,13,0,1,1,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,13,12,0,0,0,0,99,0,0,0,0,0,0,0,1,41,13,0,0,0,100,100,51,31,0,0,0,0,100,7,0,0,0,0,0,0,0,1,0,97,0,0,0,70,70,0,0,0,1,0,0,0,96,37,100,21,0,0,95,4,88,100,3,91,0,14,0,21,0,0,2,81,100,99,43,3,23,23,23,11,0,28,32,32,15,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,70,98,98,90,0,100,5,98,2,87,4,5,98,73,100,97,97,100,98,100,0,0,15,2,1,1,31,7,30,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5001509,0,0,0,0,78,0,0,33,34,78,80,81,96,66,0,4,0,40,0,1,0,95,0,0,0,0,0,95,100,96,0,3291807,21,62,0,0,0,0,0,97,0,0,45,2,11
WA,3457433,100,4,0,0,28,11,75,73,69,88,11,89,15,9,0,52,71,31,43,1,67,0,0,25,66,0,0,0,0,0,3,93,93,0,0,4,4,99,1,1,1,0,0,0,17,62,32,1,89,93,94,82,51,94,30,93,27,80,9,5,93,90,0,93,93,0,0,0,0,0,0,0,32,27,74,100,2,1,100,52,80,98,98,46,1,35,36,36,21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,49,1,0,0,49,42,22,30,0,0,100,0,0,0,0,0,0,0,26,67,37,19,0,0,100,100,71,61,1,1,39,0,99,75,8,0,5,62,11,84,84,74,84,95,6,0,0,92,92,40,0,0,2,0,80,0,80,20,100,60,0,0,13,1,44,100,76,34,0,53,6,60,52,0,55,79,100,99,45,1,30,31,31,19,1,7,8,8,4,0,0,0,0,0,0,28,35,1,2,0,2,1,0,0,34,24,0,0,90,76,96,85,81,0,100,30,85,30,82,7,7,96,76,100,92,92,100,87,100,0,0,49,0,2,1,21,14,18,2,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,100,5304302,0,2,0,0,71,2,2,70,38,75,76,88,96,93,4,5,1,0,1,0,0,100,77,77,90,96,95,89,100,99,20,27939875,31,61,0,48,48,1,2,94,0,0,76,37,57
WI,3571896,100,0,0,0,8,3,23,21,15,89,10,91,10,1,0,8,16,3,3,0,23,0,0,7,23,0,0,0,0,0,1,72,72,0,0,0,0,96,4,1,4,0,1,0,25,41,2,0,90,93,93,87,76,93,22,93,3,79,4,3,94,90,0,93,93,0,0,0,0,0,0,0,3,2,52,100,3,3,100,27,73,98,98,58,2,20,21,21,14,0,1,1,1,0,0,0,0,0,0,0,2,0,0,20,0,0,0,8,6,2,4,0,0,100,0,0,0,0,0,0,0,14,18,9,2,0,0,100,100,51,29,0,0,28,0,100,59,4,0,0,16,10,52,53,48,52,66,1,0,0,70,70,2,0,0,2,0,8,0,96,30,100,24,0,0,18,1,38,100,47,39,0,12,0,18,14,0,12,72,100,99,54,2,15,15,15,10,0,25,27,27,18,0,1,1,1,0,0,4,2,0,0,0,1,0,0,0,4,5,0,0,98,63,97,72,70,0,100,19,72,2,66,3,3,97,63,100,94,94,100,88,100,0,0,5,0,0,1,16,3,11,0,0,0,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,5507362,0,0,0,0,83,0,0,22,17,65,65,90,90,89,1,5,0,26,0,0,0,99,19,19,23,75,74,41,100,99,4,8617329,32,39,0,6,6,0,0,67,0,0,23,5,27
WV,1511530,100,0,0,0,42,0,45,43,40,92,37,93,37,0,0,22,46,0,0,0,44,0,0,12,44,0,0,0,0,0,1,73,73,0,0,0,0,99,1,1,1,0,0,0,17,26,20,0,89,93,92,73,86,93,4,92,2,70,3,3,93,89,0,93,93,0,0,0,0,0,0,0,0,0,92,100,16,16,100,16,85,100,100,64,6,36,36,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,15,15,0,15,0,0,99,0,0,0,0,0,0,0,43,42,44,0,0,0,100,100,27,17,0,0,10,0,96,44,9,0,0,0,0,0,0,37,0,92,0,0,0,68,68,2,0,0,6,0,85,0,99,5,100,46,0,0,95,0,4,100,92,13,0,7,0,9,3,0,6,82,100,100,61,6,31,32,32,21,0,6,6,6,4,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,5,0,0,0,98,41,89,91,50,0,100,4,91,1,75,4,2,89,41,100,80,80,100,98,100,0,0,0,0,0,0,6,6,1,0,0,0,0,45,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,100,5405293,0,0,0,0,85,0,0,45,44,60,60,95,99,85,0,12,3,14,0,0,0,100,56,56,93,93,93,92,100,100,86,4326353,22,53,0,85,90,0,0,92,0,0,45,0,0
WY,374856,100,0,0,0,0,0,70,69,32,88,0,88,0,0,0,0,10,0,1,0,62,0,0,12,40,0,0,0,0,0,4,68,68,0,0,1,1,98,2,1,2,0,0,0,31,18,55,4,95,96,96,70,89,96,17,96,2,63,6,5,96,94,0,96,96,0,0,0,0,0,0,0,33,33,35,100,19,19,98,19,74,100,100,53,2,27,27,27,17,0,0,1,1,0,0,0,0,0,0,0,1,0,0,65,0,0,1,17,5,1,12,0,0,99,0,0,0,0,0,0,0,22,65,10,63,0,0,100,100,36,19,1,1,40,0,100,65,4,0,0,0,0,25,25,60,25,46,0,0,0,64,64,0,0,0,2,0,11,0,99,18,100,99,0,0,81,0,20,100,31,25,0,22,1,43,39,0,42,71,100,100,48,2,22,22,22,14,0,13,17,17,8,0,1,1,1,0,0,5,15,0,0,0,3,0,0,0,38,40,0,0,96,66,95,91,80,0,100,21,90,1,78,6,6,95,65,100,90,90,100,94,100,0,0,64,0,0,0,31,23,15,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,100,5602260,0,0,0,0,74,12,13,68,48,73,74,85,96,88,2,1,0,0,0,0,0,99,73,74,85,96,96,43,100,100,4,2551917,39,29,0,5,6,8,8,44,0,1,71,9,8
