unit_id,geog_id,geog_type,latitude,longitude,ISP,Technology,Download,Upload,down_mean,down_50%,down_min,down_max,up_mean,up_50%,up_min,up_max,latency,lossrate,jitter_down,numTest
25754881,120810019113,blockgroup,27.57006,-82.445423,Frontier,Fiber,200.0,200.0,202.59,203.96,180.95,204.44,197.88,197.71,190.4,202.46,13,0.01,0.39,250
25754893,19047070300,tract,41.98667,-95.540706,Frontier,DSL,12.0,1.0,14.32,15.39,4.99,16.26,0.76,0.81,0.08,1.01,49,1.18,13.83,167
25754917,121150027391,blockgroup,27.06042,-82.235041,Frontier,Fiber,200.0,200.0,203.15,204.17,179.04,204.88,197.57,197.67,173.83,202.62,14,0.01,0.42,215
25754929,120570132041,blockgroup,27.931632,-82.228586,Frontier,Fiber,150.0,150.0,146.22,149.1,62.92,149.82,150.91,150.86,147.61,154.52,10,0.32,0.52,202
25754949,121010321091,blockgroup,28.179078,-82.36593,Frontier,Fiber,500.0,500.0,466.11,493.36,14.28,503.57,513.46,510.1,436.86,556.19,11,0.08,0.2,213
25754953,12057000401,tract,28.048284,-82.459224,Frontier,Fiber,1000.0,1000.0,554.88,544.16,300.74,677.31,851.69,862.35,158.82,895.62,10,0.01,0.47,405
25755001,48121020317,tract,33.080479,-97.214107,Frontier,Fiber,500.0,500.0,498.88,501.68,426.35,502.73,506.01,508.3,400.6,510.16,4,0.01,0.32,116
25755009,60650505013,blockgroup,33.547995,-117.147314,Frontier,Fiber,200.0,200.0,195.38,199.7,152.27,202.15,202.79,201.71,198.75,206.21,5,0.03,0.38,285
25755017,550679605001,blockgroup,45.267787,-88.872,Frontier,DSL,1.0,0.128,1.45,1.47,0.48,1.57,0.35,0.35,0.3,0.37,43,0.15,2.56,353
25755021,60375539023,blockgroup,33.882216,-118.149177,Charter,Cable,200.0,10.0,231.2,234.31,14.81,234.62,11.58,11.68,10.97,11.95,17,0.03,0.53,286
25755029,260937311001,blockgroup,42.526509,-84.089128,Frontier,DSL,24.0,1.0,23.44,23.86,18.98,24.03,1.02,1.03,0.97,1.06,23,0.01,0.46,16
25755033,90091712021,blockgroup,41.51698,-72.756274,Cox,Cable,50.0,3.0,58.22,59.39,0.07,59.98,2.84,2.87,0.62,2.94,23,0.09,0.55,281
25755049,26135970201,tract,44.800894,-84.268829,Frontier,DSL,24.0,1.0,19.92,21.86,2.67,23.54,0.94,0.94,0.52,1.16,163,0.27,0.69,308
25755057,90091755024,blockgroup,41.453028,-72.849458,Frontier,DSL,25.0,2.0,30.7,31.32,19.42,31.39,3.12,3.12,2.84,3.41,14,0.01,0.75,336
25755073,54027968402,tract,39.407047,-78.718581,Frontier,DSL,24.0,1.0,21.2,21.0,8.97,23.38,0.8,0.83,0.44,0.87,12,0.14,0.48,355
25755085,360710150051,blockgroup,41.351802,-74.176182,Frontier,DSL,25.0,2.0,24.92,25.01,15.99,25.08,1.93,1.94,1.72,2.03,28,0.03,0.42,345
25755089,180571110072,blockgroup,39.966877,-86.118704,Charter,Cable,400.0,20.0,476.07,478.85,118.83,482.35,22.66,22.79,15.89,23.42,16,0.01,0.51,305
25755121,191030005013,blockgroup,41.642092,-91.568587,Mediacom,Cable,60.0,5.0,77.21,79.95,2.79,80.14,6.16,6.21,2.9,9.08,28,0.02,0.41,314
25755141,240317055021,blockgroup,38.971985,-77.093969,Verizon,Fiber,100.0,100.0,99.64,99.9,88.42,100.54,116.83,115.62,108.15,118.81,13,0.05,0.3,303
25755153,420293110005,blockgroup,40.167722,-75.555861,Verizon,Fiber,940.0,880.0,782.29,789.15,668.0,823.61,935.51,939.03,824.04,939.23,8,0.0,0.06,56
25755157,340390319041,blockgroup,40.662878,-74.220185,Verizon,Fiber,100.0,100.0,99.57,99.92,88.34,100.51,115.45,115.5,112.64,115.74,12,0.01,0.41,192
25755169,440030206021,blockgroup,41.696291,-71.568432,Verizon,Fiber,200.0,200.0,305.2,305.95,205.2,306.19,339.73,339.76,339.02,340.37,11,0.02,0.18,290
25755193,420035263021,blockgroup,40.46853,-79.709316,Verizon,Fiber,200.0,200.0,304.77,307.37,276.34,309.65,346.09,347.41,242.72,348.21,12,0.01,0.07,323
25755217,40131078002,blockgroup,33.51484,-112.020262,Cox,Cable,150.0,10.0,175.16,177.14,96.13,179.68,9.63,9.8,3.47,9.85,39,0.05,0.37,272
25755225,320030028332,blockgroup,36.024408,-115.140875,Cox,Cable,150.0,10.0,175.42,178.74,153.71,179.36,9.35,9.57,5.01,9.78,14,0.04,0.21,25
25755229,40136189002,blockgroup,33.651097,-112.070036,Cox,Cable,50.0,3.0,59.57,59.61,55.19,59.98,2.91,2.93,1.57,2.98,22,0.05,0.33,309
25755233,120330036113,blockgroup,30.541888,-87.288538,Cox,Cable,300.0,30.0,344.75,345.76,29.41,562.3,26.75,28.22,9.35,28.84,31,0.2,0.39,249
25755241,210150706072,blockgroup,38.898109,-84.662646,Cincinnati Bell,DSL,5.0,0.768,4.36,4.72,1.21,4.82,0.41,0.4,0.32,0.63,26,0.18,3.76,269
25755269,39025040101,tract,39.172325,-84.043184,Cincinnati Bell,DSL,5.0,0.768,1.72,1.76,0.21,2.6,0.58,0.58,0.44,0.68,39,4.18,2.01,354
25834629,490351131132,blockgroup,40.512897,-112.018255,Comcast,Cable,175.0,5.0,674.95,703.55,413.57,868.15,521.85,521.08,460.86,545.08,25,0.02,0.2,149
25834665,240178507123,blockgroup,38.594994,-77.034298,Comcast,Cable,300.0,10.0,340.05,356.74,96.41,357.71,11.66,11.63,10.37,11.95,13,0.04,0.23,232
25834681,80410034011,blockgroup,38.866291,-104.931,Comcast,Cable,500.0,15.0,592.57,595.26,232.87,596.09,17.41,17.44,9.75,17.54,23,0.03,0.37,363
25834689,390250404013,blockgroup,39.189927,-84.270571,Cincinnati Bell,Fiber,500.0,125.0,355.59,381.48,86.53,546.52,125.05,131.87,89.08,132.11,11,0.02,0.16,315
25834693,390610235222,blockgroup,39.232352,-84.38819,Cincinnati Bell,Fiber,500.0,125.0,545.27,545.93,469.31,547.79,132.47,132.06,131.68,136.76,14,0.01,0.19,352
25834701,39061023201,tract,39.221646,-84.444889,Charter,Cable,400.0,20.0,441.35,479.28,78.38,480.25,22.88,22.87,21.06,23.46,22,0.08,0.5,222
25834709,390170010025,blockgroup,39.433166,-84.585136,Cincinnati Bell,Fiber,500.0,125.0,368.66,361.42,110.17,546.55,132.67,131.95,128.34,135.73,14,0.03,0.09,294
25834717,210150702022,blockgroup,38.98752,-84.630438,Cincinnati Bell,Fiber,500.0,125.0,491.8,545.83,29.05,547.04,132.56,132.07,128.86,135.82,11,0.03,0.24,326
25834725,340297170012,blockgroup,40.136497,-74.252531,Optimum,Cable,300.0,35.0,341.53,342.46,326.6,343.3,35.49,35.68,18.02,36.35,12,0.07,0.55,181
25834729,90116933002,blockgroup,41.349011,-72.175782,Frontier,DSL,25.0,2.0,31.04,31.43,19.29,31.53,3.21,3.19,2.47,3.37,20,0.02,0.7,340
25834741,120570139131,blockgroup,27.749505,-82.324912,Charter,Cable,100.0,10.0,255.38,116.98,8.0,509.92,185.66,11.47,10.4,506.07,22,0.06,0.48,341
25834745,170190106011,blockgroup,40.2058,-88.407265,Mediacom,Cable,60.0,5.0,86.89,88.05,76.53,94.21,8.41,10.7,4.8,11.41,15,0.05,0.29,340
25834753,17167003601,tract,39.83449,-89.773955,Frontier,DSL,12.0,1.0,11.26,11.46,4.78,11.82,0.9,0.91,0.52,0.96,18,0.07,0.99,257
25834761,180030107053,blockgroup,41.152708,-85.131183,Frontier,Fiber,500.0,500.0,404.65,421.11,110.3,442.01,409.67,415.74,280.73,444.5,8,0.02,0.64,334
25834765,121030273241,blockgroup,28.086865,-82.677429,Frontier,Fiber,200.0,200.0,200.07,203.23,150.64,203.91,197.56,197.89,148.74,202.61,11,0.01,0.41,293
25886301,55125950202,tract,45.998182,-89.088835,Frontier,DSL,9.0,1.0,10.12,10.14,6.65,10.26,1.56,1.55,1.43,1.64,20,0.05,0.51,335
25886309,150030034121,blockgroup,21.308342,-157.842943,Hawaiian Telcom,DSL,7.0,1.0,6.5,6.62,4.35,6.79,1.39,1.41,1.22,1.45,59,0.01,0.81,50
25886325,90010222021,blockgroup,41.04169,-73.53668,Optimum,Cable,100.0,35.0,111.21,113.97,50.69,116.19,35.34,35.43,31.15,35.59,12,0.1,0.72,184
25886329,361031462062,blockgroup,40.748622,-73.204685,Optimum,Cable,200.0,35.0,190.89,193.72,8.34,227.64,35.56,35.89,22.36,36.38,23,0.08,2.99,346
25886333,361190099002,blockgroup,40.993224,-73.77058,Optimum,Cable,400.0,35.0,405.11,413.98,12.29,433.11,39.81,40.03,28.07,40.71,10,0.09,0.22,286
25886341,360050263002,blockgroup,40.864554,-73.902978,Optimum,Cable,300.0,35.0,283.88,319.73,2.25,342.76,34.55,36.0,12.98,36.45,10,0.2,0.66,196
25886357,361119537002,blockgroup,41.724926,-74.039912,Optimum,Cable,300.0,35.0,330.15,342.17,18.48,343.49,35.45,35.96,23.94,36.08,11,0.06,0.47,198
25886365,340230076002,blockgroup,40.481094,-74.282058,Optimum,Cable,300.0,35.0,330.86,338.78,166.81,343.13,34.65,35.84,5.55,36.59,14,0.19,0.6,142
25886369,420430225013,blockgroup,40.346475,-76.824572,Verizon,Fiber,75.0,75.0,80.97,82.17,68.85,82.66,87.55,88.81,79.05,89.21,11,0.01,0.46,341
25886373,340030212001,blockgroup,40.887807,-74.121276,Optimum,Cable,300.0,35.0,299.14,312.41,76.43,348.37,34.99,35.34,28.18,35.72,12,0.14,0.54,166
25886417,371570416023,blockgroup,36.279235,-79.829429,Charter,Cable,400.0,20.0,474.63,477.97,317.89,480.01,22.83,22.87,21.59,23.35,37,0.03,0.29,246
25886421,120950124032,blockgroup,28.591254,-81.445195,Charter,Cable,200.0,20.0,208.51,217.3,5.97,234.06,21.66,22.01,12.1,22.4,42,0.09,0.68,365
25886425,391535327012,blockgroup,41.279294,-81.462804,Charter,Cable,400.0,20.0,463.17,478.58,67.26,480.11,22.84,22.81,20.01,23.78,20,0.13,0.61,319
25886441,60371132111,blockgroup,34.272091,-118.604345,Charter,Cable,400.0,20.0,441.71,474.04,12.42,480.49,22.64,22.83,18.67,23.44,14,0.05,0.55,246
25886445,310199692021,blockgroup,40.710691,-99.108472,Charter,Cable,400.0,20.0,326.14,303.09,180.38,457.27,22.02,22.29,9.23,22.89,58,0.09,0.49,244
25886457,212359203011,blockgroup,36.943543,-84.139186,Charter,Cable,400.0,20.0,452.47,470.6,335.89,480.22,23.04,22.95,19.44,23.59,30,0.1,0.38,129
25886465,390610223012,blockgroup,39.282049,-84.478046,Charter,Cable,400.0,20.0,473.25,477.96,1.7,480.1,22.37,22.83,15.12,23.48,23,0.02,0.39,346
25886481,55079003100,tract,43.100694,-87.986543,Charter,Cable,400.0,20.0,441.58,456.94,257.99,479.79,19.98,22.5,6.21,23.52,22,0.07,0.47,135
25886509,480850316681,blockgroup,33.041929,-96.821094,Charter,Cable,400.0,20.0,475.24,478.36,403.62,480.38,21.68,22.1,14.96,22.41,33,0.08,0.7,202
25886513,10730144143,blockgroup,33.37997,-86.836844,Charter,Cable,400.0,20.0,443.93,455.84,7.01,457.99,20.68,20.77,14.42,21.57,31,0.03,0.5,297
25886517,481210215341,blockgroup,33.110553,-96.916232,Charter,Cable,400.0,20.0,828.49,935.08,311.43,939.01,732.36,936.23,22.24,937.65,8,0.01,0.12,305
25886525,360150103021,blockgroup,42.124695,-76.895363,Charter,Cable,400.0,20.0,473.12,478.34,277.3,480.21,22.81,22.93,19.5,23.6,37,0.01,0.5,192
25886537,121170220024,blockgroup,28.665234,-81.337268,Charter,Cable,300.0,20.0,200.68,227.84,20.77,281.4,22.03,22.2,3.5,22.8,29,0.05,0.46,289
25886545,370810153013,blockgroup,36.104954,-79.623334,Charter,Cable,400.0,20.0,459.06,472.16,320.6,480.05,22.56,22.69,12.3,23.29,33,0.04,0.39,259
25886577,371190058281,blockgroup,35.100046,-80.872644,Charter,Cable,400.0,20.0,477.21,479.23,470.26,479.26,22.85,22.88,22.64,22.91,37,0.09,0.25,7
25886589,55055100700,tract,43.067044,-88.770461,Charter,Cable,200.0,10.0,195.75,228.18,9.79,228.97,10.95,11.15,5.64,11.29,37,0.05,0.44,353
25886617,55133203103,tract,43.021772,-88.246625,Charter,Cable,200.0,10.0,228.92,232.96,83.74,234.47,11.0,11.39,6.74,11.74,13,0.03,0.51,303
25886625,370510030022,blockgroup,34.899973,-78.842456,Charter,Cable,400.0,20.0,471.84,478.68,14.71,480.07,21.45,21.54,17.66,23.2,30,0.03,0.47,155
25886629,550896503004,blockgroup,43.297424,-88.022098,Charter,Cable,200.0,10.0,233.14,234.04,209.2,234.5,11.46,11.44,7.13,11.9,27,0.02,0.47,342
25886645,360910621001,blockgroup,42.945566,-73.647899,Charter,Cable,400.0,20.0,478.22,479.23,425.32,480.22,22.96,22.86,22.11,23.44,33,0.02,0.38,134
25886649,370810162013,blockgroup,36.142254,-80.006811,Charter,Cable,400.0,20.0,429.73,459.09,138.83,479.79,22.53,22.79,13.95,23.42,29,0.03,0.49,249
25886657,48439101202,tract,32.769555,-97.298891,Charter,Cable,200.0,10.0,186.47,187.0,107.72,201.51,10.2,10.2,8.55,10.71,9,0.15,0.27,344
25886661,39035141300,tract,41.497103,-81.593944,Charter,Cable,300.0,20.0,348.27,350.02,294.14,351.57,22.89,22.77,20.35,23.39,25,0.03,0.43,269
25886677,12103024100,tract,27.814685,-82.640599,Charter,Cable,400.0,20.0,386.67,386.34,97.75,473.27,22.55,22.67,14.59,23.33,27,0.01,0.22,357
25886705,371290116111,blockgroup,34.283831,-77.83826,Charter,Cable,200.0,10.0,221.61,233.85,33.39,235.05,11.39,11.4,4.73,11.89,32,0.04,0.22,253
25886741,480850316413,blockgroup,33.096983,-96.736838,Charter,Cable,400.0,20.0,478.27,479.13,462.27,480.22,22.77,22.86,18.84,23.43,28,0.0,0.3,147
25886745,271479602003,blockgroup,44.09374,-93.190963,Charter,Cable,200.0,10.0,225.77,228.19,167.74,229.16,10.96,11.09,8.18,11.18,37,0.02,0.56,356
25886765,484391108074,blockgroup,32.716753,-97.521472,Charter,Cable,400.0,20.0,453.78,456.4,373.93,458.33,20.81,20.82,17.85,21.47,22,0.06,0.2,284
25886769,132171001021,blockgroup,33.630566,-83.910487,Charter,Cable,200.0,10.0,223.94,227.38,93.64,228.94,11.12,11.13,10.68,11.44,23,0.04,0.45,249
25886781,390970413002,blockgroup,39.747989,-83.43646,Charter,Cable,200.0,10.0,232.73,234.0,152.29,234.59,11.52,11.57,9.62,11.74,35,0.03,0.32,246
25886793,291892178063,blockgroup,38.596406,-90.557387,Charter,Cable,400.0,20.0,455.43,456.62,437.34,458.04,20.09,20.17,16.32,20.86,18,0.0,0.42,35
25886797,60590753032,blockgroup,33.766491,-117.872741,Charter,Cable,200.0,20.0,231.5,234.06,13.07,234.47,19.73,19.59,0.62,23.57,23,0.21,0.27,312
25886825,11170304082,blockgroup,33.169624,-86.87138,Charter,Cable,200.0,10.0,220.04,220.84,166.31,232.33,10.81,10.99,2.5,11.31,28,0.08,0.43,190
25886849,371190058571,blockgroup,35.026456,-80.855093,Charter,Cable,200.0,10.0,232.85,233.86,187.31,234.64,11.43,11.43,5.14,11.85,46,0.05,0.57,359
25886865,212150801022,blockgroup,38.101027,-85.403519,Charter,Cable,200.0,10.0,230.3,233.84,150.59,235.09,11.31,11.42,5.82,11.74,29,0.01,0.54,362
25886869,391517115022,blockgroup,40.823838,-81.417812,Charter,Cable,400.0,20.0,443.48,475.96,114.84,480.37,22.95,22.84,22.18,23.43,25,0.05,0.42,129
25886893,390610213022,blockgroup,39.11649,-84.648973,Charter,Cable,200.0,10.0,130.14,129.75,56.93,167.55,11.32,11.35,7.86,11.73,23,0.04,0.56,259
25886925,55101001001,tract,42.710924,-87.8423,Charter,Cable,200.0,10.0,222.21,232.2,125.86,234.39,11.33,11.39,4.26,11.75,19,0.14,0.57,264
25886949,60710008211,blockgroup,34.09891,-117.68516,Charter,Cable,400.0,20.0,455.07,473.3,15.22,480.2,22.89,23.19,12.95,23.55,14,0.05,0.78,218
25886957,291892114011,blockgroup,38.789012,-90.393157,Charter,Cable,400.0,20.0,443.35,456.87,146.47,458.05,21.38,21.55,16.27,22.29,19,0.08,1.12,311
25886961,45007010900,tract,34.525756,-82.88116,Charter,Cable,400.0,20.0,438.61,456.41,71.4,458.47,21.95,22.33,13.04,22.9,26,0.06,0.53,317
25886965,483550054172,blockgroup,27.644719,-97.372841,Charter,Cable,400.0,20.0,467.44,478.52,306.16,479.31,22.26,22.58,12.57,23.16,32,0.04,0.64,256
25886969,60650432092,blockgroup,33.564066,-117.146305,Frontier,Fiber,500.0,500.0,500.03,502.09,387.86,505.25,505.44,509.68,346.77,515.09,7,0.03,0.35,271
25886977,210150703122,blockgroup,38.992247,-84.659933,Charter,Cable,400.0,20.0,477.31,479.03,288.51,480.22,22.73,22.84,16.59,23.43,35,0.01,0.56,271
25886989,60590996021,blockgroup,33.755335,-118.020975,Charter,Cable,400.0,20.0,454.43,477.42,10.74,480.1,20.38,20.77,10.61,22.83,16,0.01,1.85,307
25887001,370970606011,blockgroup,35.784709,-80.848901,Charter,Cable,940.0,35.0,809.81,829.37,393.74,934.96,39.78,39.96,27.14,41.01,26,0.04,0.38,287
25887021,90159051013,blockgroup,41.800091,-71.915756,Charter,Cable,300.0,20.0,330.34,337.0,222.03,343.41,19.8,20.51,7.41,22.24,21,0.02,0.37,366
25887037,360470139002,blockgroup,40.667139,-73.988196,Charter,Cable,400.0,20.0,477.12,478.36,462.89,480.09,22.87,22.88,21.22,23.37,32,0.02,0.34,216
26113893,16001000807,tract,43.586307,-116.17959,CenturyLink,DSL,15.0,0.75,13.46,14.95,1.21,15.87,0.7,0.71,0.42,0.81,29,0.09,0.76,238
26113905,370270313022,blockgroup,35.829087,-81.352031,CenturyLink,DSL,20.0,2.0,91.18,20.02,15.13,303.65,73.12,1.87,1.71,290.13,27,0.11,0.4,231
26113913,410390013022,blockgroup,43.782333,-123.061695,Charter,Cable,100.0,10.0,113.02,114.25,87.6,114.55,11.01,11.1,7.73,11.19,30,0.08,0.37,354
26113945,40210013073,blockgroup,32.912886,-111.769044,CenturyLink,DSL,44.0,3.0,38.28,40.95,25.86,41.12,3.05,3.07,2.3,3.19,31,0.02,0.29,281
26113949,40136107001,blockgroup,33.817166,-112.047683,CenturyLink,DSL,12.0,0.896,12.85,12.96,7.67,13.01,0.81,0.81,0.72,0.84,37,0.53,0.7,75
26113969,18131958900,tract,41.052621,-86.532639,CenturyLink,DSL,40.0,5.0,35.58,36.14,15.93,36.22,4.46,4.49,4.05,4.54,14,0.05,0.16,220
26113977,41013950200,tract,44.341663,-120.882203,CenturyLink,DSL,12.0,0.896,12.76,14.28,4.38,14.68,0.6,0.62,0.28,0.73,27,0.78,1.44,359
26113985,4025001401,tract,34.215927,-112.14504,CenturyLink,DSL,1.5,0.896,1.76,1.81,0.02,1.96,0.73,0.74,0.19,0.78,53,1.5,0.96,310
26113993,270030502333,blockgroup,45.1923,-93.112465,CenturyLink,DSL,20.0,2.0,18.32,19.58,2.93,20.04,1.93,1.95,1.32,2.11,24,0.27,0.83,344
26114013,37101040101,tract,35.590384,-78.125221,CenturyLink,DSL,20.0,2.0,19.26,19.74,15.75,19.78,1.78,1.78,1.66,1.82,26,0.02,1.58,48
26114017,530630105081,blockgroup,47.785518,-117.466155,CenturyLink,DSL,12.0,0.896,10.78,12.39,2.32,12.46,0.84,0.85,0.59,0.92,25,0.84,2.54,354
26114033,191530102161,blockgroup,41.755651,-93.623372,Mediacom,Cable,100.0,10.0,128.22,132.67,12.84,133.51,12.77,12.69,10.84,17.02,22,0.06,0.17,357
26114049,410319603014,blockgroup,44.417296,-121.282789,CenturyLink,DSL,40.0,2.0,39.67,42.9,2.36,45.16,1.6,1.61,1.14,1.72,30,0.05,0.54,335
26114053,81230014091,blockgroup,40.402593,-104.750714,Comcast,Cable,600.0,15.0,703.89,707.01,592.04,714.27,16.84,17.4,6.86,17.49,24,0.03,0.46,100
26114057,300439622011,blockgroup,46.525581,-111.97827,CenturyLink,DSL,1.5,0.896,1.2,1.24,0.29,1.32,0.69,0.7,0.53,0.75,72,0.39,3.39,335
26114085,371070114003,blockgroup,35.177219,-77.602959,CenturyLink,DSL,3.0,0.512,2.59,2.72,1.33,2.91,0.45,0.46,0.27,0.53,56,0.12,20.72,112
26114097,530350912053,blockgroup,47.658894,-122.664474,CenturyLink,DSL,1.5,0.896,1.82,1.85,0.25,1.95,0.63,0.63,0.35,0.76,40,0.09,1.97,303
26114121,270530270012,blockgroup,45.089946,-93.709766,CenturyLink,DSL,3.0,0.64,2.29,2.49,0.25,2.67,0.42,0.45,0.1,0.57,56,0.24,6.92,273
26114141,530330233004,blockgroup,47.605274,-122.122043,Comcast,Cable,175.0,5.0,203.84,207.98,44.55,208.64,5.78,5.82,5.23,6.0,22,0.06,0.08,327
26114153,310459507002,blockgroup,42.815182,-103.001784,CenturyLink,DSL,12.0,0.896,10.89,11.18,2.45,11.24,0.79,0.79,0.59,0.83,43,0.03,0.35,347
26114157,480990102023,blockgroup,31.435772,-97.712836,CenturyLink,DSL,20.0,2.0,13.77,14.62,9.07,14.83,1.64,1.66,1.39,1.74,35,0.08,0.99,49
26114177,4013071515,tract,33.61774,-112.249932,Cox,Cable,150.0,10.0,169.41,173.8,124.47,178.35,9.78,9.8,9.59,9.82,19,0.01,0.14,16
26114181,32003003636,tract,36.271262,-115.157358,Cox,Cable,50.0,3.0,458.9,728.11,15.49,899.31,4.2,2.95,2.47,13.59,14,0.09,0.41,280
26114185,12091022002,tract,30.437258,-86.629286,Cox,Cable,1000.0,35.0,794.95,823.98,387.41,927.88,33.52,33.54,31.61,33.68,32,0.04,0.47,267
26114189,51059420503,tract,38.789524,-77.074391,Cox,Cable,1000.0,35.0,914.23,924.64,403.09,938.53,33.46,33.48,26.51,34.47,9,0.03,0.32,378
26114201,61110072012,blockgroup,34.187575,-118.852389,Charter,Cable,400.0,20.0,473.59,479.58,7.71,480.25,22.43,22.88,12.15,23.76,14,0.04,0.54,295
26114209,210859504021,blockgroup,37.525586,-86.309302,Mediacom,Cable,200.0,20.0,236.13,236.86,215.01,239.39,232.72,232.36,206.5,238.81,20,0.0,0.11,328
26114249,170419521001,blockgroup,39.860012,-88.152726,Mediacom,Cable,200.0,20.0,263.27,265.97,89.99,267.09,25.9,26.42,1.96,29.03,14,0.09,0.32,182
26114257,190150202002,blockgroup,42.070538,-93.885942,Mediacom,Cable,200.0,20.0,266.08,264.34,36.1,399.47,19.64,19.44,10.03,28.01,27,0.09,0.44,352
26114269,191839601021,blockgroup,41.487182,-91.567591,Mediacom,Cable,200.0,20.0,287.46,265.92,211.35,399.94,27.04,25.14,22.21,39.44,27,0.07,0.55,282
26114281,10030109062,blockgroup,30.559278,-87.697818,Mediacom,Cable,500.0,30.0,378.13,392.29,90.85,527.26,32.52,33.12,2.25,37.55,37,0.33,0.12,346
26114285,17073030100,tract,41.475135,-90.348053,Mediacom,Cable,200.0,20.0,280.28,266.51,176.43,400.6,23.91,24.13,4.1,39.7,18,0.13,0.47,322
26114293,121319506042,blockgroup,30.391224,-86.296306,Mediacom,Cable,200.0,20.0,265.03,266.42,256.36,266.68,22.25,22.3,1.8,28.31,35,0.06,0.19,246
26114385,190259501003,blockgroup,42.531727,-94.538583,Mediacom,Cable,200.0,20.0,183.46,189.49,30.26,259.94,22.14,22.27,3.47,27.49,33,0.09,0.61,323
26114397,131850103021,blockgroup,30.876758,-83.307595,Mediacom,Cable,200.0,20.0,264.29,265.98,193.86,267.05,23.27,22.93,3.5,28.27,30,0.15,0.22,202
26114401,191530101021,blockgroup,41.713127,-93.513261,Mediacom,Cable,200.0,20.0,263.28,266.27,22.01,267.29,25.38,25.34,21.67,28.4,19,0.0,0.17,227
26114405,191870009002,blockgroup,42.497106,-94.201756,Mediacom,Cable,200.0,20.0,262.72,265.46,202.08,266.62,22.13,22.14,20.69,23.75,29,0.02,0.26,124
26114413,24047950700,tract,38.395067,-75.171868,Comcast,Cable,300.0,10.0,356.47,357.11,260.86,358.91,11.7,11.61,11.49,11.94,14,0.03,0.17,326
26114429,10030107061,blockgroup,30.68115,-87.882371,Mediacom,Cable,200.0,20.0,260.04,266.26,19.61,267.52,20.92,22.44,0.39,29.49,32,0.57,0.59,313
26114453,132930103002,blockgroup,32.946026,-84.457431,Windstream,DSL,10.0,1.0,10.59,11.01,3.26,11.07,1.06,1.07,0.32,1.15,30,0.05,0.86,356
26114469,391535301032,blockgroup,41.329133,-81.479731,Windstream,DSL,50.0,1.5,40.89,42.36,17.55,42.48,2.25,2.26,1.86,2.42,18,0.02,0.43,309
26114473,290614702002,blockgroup,39.845081,-94.061986,Windstream,DSL,3.0,0.768,2.42,2.65,0.25,3.25,0.62,0.6,0.45,0.75,54,0.09,18.0,347
26114505,13169030200,tract,33.067409,-83.579077,Windstream,DSL,10.0,1.0,10.31,10.99,4.03,11.21,0.91,0.91,0.63,1.05,29,0.1,2.12,109
26159721,130119701001,blockgroup,34.444402,-83.547263,Windstream,DSL,12.0,1.0,12.73,13.15,5.34,13.76,1.05,1.06,0.45,1.14,24,0.21,1.29,345
26159765,19175190300,tract,41.018806,-94.318958,Windstream,DSL,3.0,0.768,2.62,2.83,1.05,2.89,0.62,0.62,0.52,0.81,34,0.1,5.15,185
26159825,13227050300,tract,34.503221,-84.501063,Windstream,DSL,10.0,0.768,10.69,10.86,4.45,10.95,0.86,0.86,0.69,0.96,26,0.02,0.6,349
26159873,130131801052,blockgroup,34.038591,-83.792477,Windstream,DSL,12.0,1.0,12.04,12.39,8.24,13.46,1.06,1.07,0.84,1.16,32,0.03,5.75,132
26159909,132419701011,blockgroup,34.924475,-83.407398,Windstream,DSL,15.0,1.5,16.5,16.55,8.9,16.6,1.36,1.36,1.24,1.44,15,0.01,0.41,360
26159913,211999303022,blockgroup,37.064275,-84.738507,Windstream,DSL,50.0,1.5,41.92,42.34,25.35,42.52,2.28,2.28,2.02,2.41,32,0.01,0.22,328
26159925,132971106011,blockgroup,33.791764,-83.792278,Windstream,DSL,25.0,1.5,23.93,24.25,11.64,26.16,1.24,1.25,0.81,1.44,28,0.01,0.66,317
26159937,271410301062,blockgroup,45.416972,-93.532301,Windstream,DSL,25.0,1.5,26.07,26.35,12.05,26.43,1.35,1.35,0.82,1.45,27,0.02,0.52,361
26159941,484559504005,blockgroup,30.943504,-95.334741,Windstream,DSL,25.0,1.5,22.94,23.6,16.96,26.47,1.33,1.32,1.19,1.43,14,0.05,2.06,71
26160281,30029001303,tract,48.072596,-114.039223,CenturyLink,DSL,10.0,0.768,8.98,9.32,3.6,9.83,0.65,0.65,0.49,0.73,45,0.11,0.78,299
26160289,290190016023,blockgroup,38.955052,-92.219749,Mediacom,Cable,200.0,20.0,263.54,265.83,226.0,266.66,21.81,22.42,2.11,27.08,34,0.22,0.25,180
26160317,36059521602,tract,40.685567,-73.443549,Optimum,Cable,100.0,35.0,111.31,114.9,14.41,115.94,34.64,34.85,29.33,35.5,12,0.04,0.6,70
26160377,410599509002,blockgroup,45.881284,-119.30845,CenturyLink,DSL,1.5,0.896,1.38,1.41,0.51,1.46,0.79,0.8,0.65,0.84,41,0.19,5.09,231
26160409,530110405041,blockgroup,45.798162,-122.413036,CenturyLink,DSL,10.0,1.0,11.61,12.01,6.78,12.13,1.04,1.05,0.79,1.12,31,0.03,3.21,274
26160417,19155031900,tract,41.206197,-95.802715,CenturyLink,DSL,1.5,0.896,1.12,1.24,0.2,1.3,0.51,0.52,0.1,0.57,69,1.3,6.55,339
