unit_id,geog_id,geog_type,latitude,longitude,ISP,Technology,Download,Upload,down_mean,down_50%,down_min,down_max,up_mean,up_50%,up_min,up_max,latency,lossrate,jitter_down,numTest
901906,29091090101,tract,36.956752,-91.978971,CenturyLink,DSL,1.5,0.256,1.26,1.33,0.26,1.5,0.2,0.21,0.06,0.22,90,1.03,17.11,258
901908,291833120032,blockgroup,38.839124,-90.928117,CenturyLink,DSL,1.5,0.256,1.16,1.19,0.24,1.32,0.21,0.22,0.17,0.24,54,0.65,6.09,94
901910,292198202032,blockgroup,38.683499,-91.177402,CenturyLink,DSL,1.5,0.256,1.16,1.17,0.78,1.47,0.2,0.22,0.05,0.22,65,0.05,14.53,114
915632,55041950400,tract,45.522497,-88.939307,CenturyLink,DSL,6.0,0.5,5.67,5.8,1.26,6.06,0.39,0.4,0.05,0.45,61,0.07,796.5,354
915644,530150005022,blockgroup,46.120496,-122.951707,CenturyLink,DSL,7.0,0.896,8.45,8.53,5.17,8.58,0.82,0.82,0.58,0.87,27,0.02,0.56,353
915646,530530731303,blockgroup,47.063084,-122.259582,CenturyLink,DSL,3.0,0.512,2.81,2.86,1.06,3.02,0.4,0.43,0.11,0.45,73,0.03,6.61,264
915744,390250414044,blockgroup,39.077938,-84.301556,Cincinnati Bell,DSL,50.0,5.0,46.43,46.73,39.44,46.88,2.87,2.89,2.35,2.93,29,0.03,0.37,340
915824,391650319061,blockgroup,39.344303,-84.290463,Cincinnati Bell,DSL,5.0,0.768,3.94,4.2,0.62,4.29,0.49,0.49,0.34,0.65,25,0.08,2.11,275
925798,60374033281,blockgroup,33.989147,-117.832144,Charter,Cable,200.0,10.0,174.77,179.27,5.11,234.32,10.54,11.66,0.57,11.76,13,0.09,0.39,195
925800,12103020400,tract,27.748742,-82.63353,Charter,Cable,100.0,10.0,148.8,116.99,61.11,234.97,11.69,11.7,11.23,11.86,39,0.03,0.33,361
925808,420750028022,blockgroup,40.385876,-76.288599,Verizon DSL,DSL,1.0,0.384,0.78,0.78,0.73,0.79,0.33,0.33,0.21,0.4,46,0.06,1.22,320
925844,19035080102,tract,42.753536,-95.563047,Mediacom,Cable,60.0,5.0,233.33,237.68,6.89,275.92,56.64,58.64,5.65,64.02,32,0.05,0.32,416
925860,211170672004,blockgroup,39.051594,-84.589651,Cincinnati Bell,Fiber,500.0,125.0,459.8,485.2,276.47,527.14,131.77,133.87,80.17,134.82,16,0.01,0.1,260
925864,210150706042,blockgroup,38.848519,-84.655114,Cincinnati Bell,DSL,5.0,0.768,3.69,4.04,0.7,4.3,0.65,0.65,0.46,0.74,20,0.25,3.5,216
925884,390170111233,blockgroup,39.318062,-84.452439,Cincinnati Bell,DSL,50.0,5.0,46.64,46.76,41.24,46.85,2.9,2.9,2.7,3.07,15,0.03,0.3,252
925886,390610226015,blockgroup,39.238181,-84.477147,Cincinnati Bell,Fiber,250.0,100.0,263.3,270.38,37.02,272.67,108.92,108.94,104.96,109.14,13,0.02,0.23,303
925896,390610023001,blockgroup,39.121348,-84.512305,Cincinnati Bell,DSL,10.0,1.0,6.48,6.76,2.19,6.83,0.88,0.88,0.71,0.94,33,0.1,2.14,239
925928,390170111104,blockgroup,39.32851,-84.370713,Charter,Cable,200.0,10.0,231.59,233.59,208.49,234.4,11.5,11.65,1.31,11.7,22,0.03,0.65,114
925942,390610211022,blockgroup,39.146131,-84.678995,Cincinnati Bell,Fiber,500.0,125.0,364.46,368.94,207.29,461.71,135.57,135.54,129.51,136.53,12,0.03,0.61,363
925946,390170149004,blockgroup,39.38169,-84.629672,Cincinnati Bell,DSL,30.0,3.0,27.49,27.98,12.74,28.13,2.82,2.83,2.33,2.9,31,0.03,0.56,258
925962,530359401004,blockgroup,47.732922,-122.556066,CenturyLink,DSL,10.0,0.768,9.56,10.0,1.0,10.08,0.75,0.76,0.47,0.82,10,0.07,1.23,269
939192,21199931000,tract,37.056659,-84.44297,Windstream,DSL,10.0,0.768,9.72,9.93,3.21,11.05,0.77,0.77,0.62,0.94,37,0.22,0.88,263
939196,350619702002,blockgroup,34.860286,-106.705869,Comcast,Cable,100.0,5.0,117.03,118.98,76.67,120.84,5.95,5.96,5.55,6.11,36,0.06,0.17,340
939548,48265960304,tract,30.129307,-99.322295,Windstream,DSL,15.0,1.5,15.72,16.03,8.56,16.53,1.35,1.35,1.21,1.45,38,0.04,1.56,253
939562,271410302012,blockgroup,45.50125,-93.816196,Windstream,DSL,12.0,0.768,11.95,12.32,3.54,12.87,0.63,0.64,0.44,0.79,30,0.02,0.97,296
939574,421190906004,blockgroup,40.948457,-76.920279,Windstream,DSL,25.0,1.5,59.36,62.56,22.7,64.65,8.3,8.86,1.28,8.97,17,0.05,0.45,320
939582,450570102011,blockgroup,34.63159,-80.554418,Windstream,DSL,10.0,1.0,10.6,10.72,9.18,10.73,0.87,0.88,0.83,0.91,24,0.01,0.88,18
939586,401430076172,blockgroup,36.067075,-95.87417,Windstream,DSL,12.0,1.5,13.09,13.72,7.59,13.77,1.35,1.35,1.12,1.47,23,0.01,0.59,48
939616,130570901023,blockgroup,34.328818,-84.438416,Windstream,DSL,6.0,0.768,5.74,5.87,1.85,6.06,0.66,0.67,0.38,0.74,44,0.03,1.61,278
939620,120174504021,blockgroup,29.007242,-82.610253,CenturyLink,DSL,20.0,2.0,17.71,18.95,5.4,19.77,1.18,1.18,0.08,1.57,26,0.08,0.97,327
940682,120270101022,blockgroup,27.19634,-81.829744,CenturyLink,DSL,20.0,2.0,18.97,19.0,16.52,19.76,1.88,1.88,1.78,1.98,29,0.09,1.27,101
940694,51430102011,blockgroup,36.196676,-94.131949,Cox,Cable,50.0,3.0,59.23,59.51,43.92,59.93,2.87,2.88,2.71,3.13,20,0.02,0.15,299
940708,390170109065,blockgroup,39.325955,-84.5357,Cincinnati Bell,Fiber,250.0,100.0,269.17,270.79,207.13,272.37,108.86,108.91,105.18,109.12,10,0.03,0.17,360
940722,390610255002,blockgroup,39.157759,-84.465398,Cincinnati Bell,Fiber,250.0,100.0,269.72,271.35,167.64,272.79,108.46,108.43,107.72,109.63,14,0.03,0.16,313
940728,390610206011,blockgroup,39.209231,-84.644165,Cincinnati Bell,DSL,20.0,2.0,18.43,18.92,10.5,18.99,0.92,0.92,0.73,0.99,37,0.07,0.58,315
940734,390610237021,blockgroup,39.200493,-84.392132,Cincinnati Bell,Fiber,500.0,125.0,346.29,349.47,102.75,414.37,217.44,217.82,167.63,218.43,12,0.01,0.19,362
940736,390610213042,blockgroup,39.097724,-84.620928,Cincinnati Bell,Fiber,500.0,125.0,430.14,500.25,34.43,526.85,135.63,135.54,134.74,136.76,12,0.03,0.14,360
940746,390610049001,blockgroup,39.133858,-84.430397,Cincinnati Bell,DSL,10.0,1.0,8.4,8.54,5.0,8.57,0.77,0.78,0.4,0.91,31,0.05,1.66,155
940776,390170102023,blockgroup,39.44474,-84.730756,Cincinnati Bell,Fiber,500.0,125.0,346.8,353.74,84.68,413.57,135.26,135.39,126.39,135.57,11,0.05,0.19,352
940798,390610071002,blockgroup,39.147578,-84.520329,Cincinnati Bell,DSL,5.0,0.768,4.16,4.27,1.5,4.33,0.51,0.51,0.33,0.65,32,0.09,1.37,341
940800,390610206012,blockgroup,39.194376,-84.641746,Charter,Cable,25.0,2.0,24.29,24.52,19.11,24.66,2.36,2.39,1.61,2.49,27,0.05,3.68,271
940858,60590423173,blockgroup,33.504547,-117.716192,Cox,Cable,50.0,3.0,42.75,42.92,34.86,43.28,2.88,2.92,2.57,3.06,14,0.17,0.68,335
941616,210150703112,blockgroup,39.041091,-84.624023,Cincinnati Bell,Fiber,250.0,100.0,244.29,271.28,33.43,272.51,108.94,108.95,108.16,109.08,9,0.05,0.12,311
941642,292198202012,blockgroup,38.739971,-91.015329,CenturyLink,DSL,25.0,2.0,14.03,13.36,3.21,25.6,1.93,1.92,1.71,2.06,30,0.06,0.77,339
941686,60710099102,blockgroup,34.494621,-117.339694,Charter,Cable,200.0,10.0,227.79,228.31,216.63,230.17,11.09,11.14,3.57,11.47,17,0.08,0.33,219
941688,60650432651,blockgroup,33.492934,-117.090702,Frontier,Fiber,50.0,50.0,54.77,56.92,32.21,57.17,61.99,62.47,51.07,62.67,12,0.04,0.91,171
941696,150090314021,blockgroup,20.898181,-156.679248,Hawaiian Telcom,DSL,7.0,1.0,5.84,6.34,0.71,6.6,0.77,0.77,0.69,0.83,94,0.59,4.87,142
941700,18003000800,tract,41.094459,-85.162086,Frontier,Fiber,150.0,150.0,143.1,144.19,129.74,144.7,149.68,149.73,147.42,150.07,6,0.01,0.96,180
941704,210370520012,blockgroup,38.843309,-84.405222,Cincinnati Bell,Fiber,500.0,125.0,515.07,519.55,279.01,537.33,135.74,135.55,134.88,136.61,14,0.0,0.5,315
941740,390610243226,blockgroup,39.238199,-84.310381,Cincinnati Bell,Fiber,500.0,125.0,340.69,348.34,177.59,403.07,135.39,135.42,134.11,135.67,12,0.0,0.25,79
941756,390170111281,blockgroup,39.338792,-84.427594,Cincinnati Bell,DSL,10.0,1.0,9.22,9.36,5.91,9.43,0.95,0.95,0.56,1.03,28,0.05,1.01,294
941764,391650319082,blockgroup,39.358735,-84.33881,Cincinnati Bell,Fiber,500.0,125.0,477.67,487.4,296.93,525.03,133.52,134.06,102.6,134.73,13,0.02,0.16,264
941782,480850313352,blockgroup,32.991674,-96.606825,Frontier,Fiber,500.0,500.0,461.55,466.42,385.75,504.27,283.97,291.36,168.96,379.91,3,0.0,0.12,302
941794,480850305332,blockgroup,33.127311,-96.782737,Frontier,Fiber,75.0,75.0,81.36,81.78,71.17,82.04,90.46,90.64,65.42,91.11,8,0.01,0.35,286
941810,484530338001,blockgroup,30.432724,-97.782918,Charter,Cable,300.0,20.0,326.12,330.34,268.34,352.7,22.18,22.31,19.52,22.79,21,0.01,0.37,103
941818,60590760021,blockgroup,33.775496,-117.86416,Charter,Cable,200.0,10.0,221.86,231.24,9.5,234.45,11.49,11.61,8.84,11.75,15,0.08,1.29,119
941960,21117067000,tract,39.084934,-84.508842,Cincinnati Bell,Fiber,500.0,125.0,341.9,351.56,193.88,461.54,135.67,135.74,132.55,136.81,13,0.0,0.54,1096
941962,21117064800,tract,39.062916,-84.551828,Charter,Cable,200.0,10.0,230.51,231.5,221.41,233.75,11.63,11.65,11.55,11.68,42,0.22,0.34,9
941974,510594203001,blockgroup,38.794273,-77.116973,Verizon,Fiber,100.0,100.0,98.95,99.96,94.45,100.19,118.66,118.62,118.41,118.84,13,0.0,0.33,6
941992,370479310003,blockgroup,34.280079,-78.70892,Charter,Cable,200.0,10.0,418.42,479.86,10.6,513.35,318.62,421.76,9.69,440.39,23,0.07,0.36,352
942014,240054211011,blockgroup,39.255945,-76.514423,Verizon,Fiber,100.0,100.0,99.03,100.1,81.45,100.15,118.61,118.65,117.89,118.9,15,0.02,0.36,20
942020,240317013071,blockgroup,39.163666,-77.104097,Verizon,Fiber,100.0,100.0,99.43,100.1,83.64,100.41,118.09,118.45,67.65,118.76,9,0.01,0.15,331
942034,27173970200,tract,44.714492,-96.283261,Frontier,DSL,12.0,1.0,11.35,11.38,2.3,11.84,0.64,0.63,0.53,0.86,24,0.06,0.32,321
942040,37051003106,tract,34.944742,-78.942214,CenturyLink,DSL,20.0,2.0,17.96,18.66,8.51,18.7,1.83,1.86,1.33,1.95,37,0.15,3.7,204
942046,360470121001,blockgroup,40.671783,-73.989996,Verizon,Fiber,200.0,200.0,302.03,304.58,210.73,306.52,304.85,311.95,133.39,338.03,5,0.01,1.74,318
942068,39025040303,tract,39.222518,-84.232948,Charter,Cable,200.0,10.0,220.75,233.28,48.82,235.63,11.62,11.68,6.69,11.94,27,0.02,0.54,329
942070,390610211021,blockgroup,39.148779,-84.657208,Cincinnati Bell,Fiber,500.0,125.0,288.18,335.2,37.37,438.31,135.39,135.42,128.93,135.51,12,0.04,0.13,362
942104,90010304002,blockgroup,41.063299,-73.495445,Optimum,Cable,200.0,35.0,219.46,221.09,115.65,231.93,35.91,36.14,28.97,36.59,11,0.1,0.28,362
942124,250173594003,blockgroup,42.366593,-71.111922,Verizon DSL,DSL,7.1,0.768,6.27,6.44,4.14,6.6,0.61,0.61,0.3,0.72,15,0.03,1.96,115
942138,340155002012,blockgroup,39.858819,-75.164968,Verizon,Fiber,100.0,100.0,99.2,99.9,76.28,100.29,118.54,118.52,117.94,119.31,12,0.02,0.29,319
942148,340410313022,blockgroup,40.908383,-74.840623,Optimum,Cable,200.0,35.0,175.99,175.51,175.3,177.17,27.1,27.13,26.98,27.2,11,0.03,0.29,3
942156,340030546021,blockgroup,40.879969,-74.005423,Optimum,Cable,300.0,35.0,332.01,336.5,263.72,340.3,35.91,36.1,33.16,36.59,11,0.06,0.64,89
942166,390279645023,blockgroup,39.455945,-83.825592,Charter,Cable,200.0,10.0,178.56,177.03,72.97,234.07,11.64,11.68,10.43,11.75,25,0.06,0.66,277
942196,361031246021,blockgroup,40.692302,-73.323209,Verizon DSL,DSL,1.0,0.384,0.93,0.93,0.89,0.93,0.37,0.37,0.34,0.39,23,0.1,0.73,276
942214,390250410013,blockgroup,39.069526,-84.128949,Cincinnati Bell,Fiber,500.0,125.0,377.7,377.7,377.7,377.7,135.38,135.38,135.38,135.38,12,0.0,0.11,1
942216,391650321002,blockgroup,39.375773,-84.265905,Cincinnati Bell,Fiber,500.0,125.0,335.72,350.63,109.57,434.23,134.06,135.41,94.85,135.68,14,0.01,3.34,237
942236,421257711001,blockgroup,40.243975,-79.995764,Verizon DSL,DSL,1.0,0.384,0.7,0.71,0.3,0.72,0.34,0.36,0.19,0.37,49,0.17,7.73,338
942250,420454090001,blockgroup,39.974617,-75.291077,Verizon,Fiber,100.0,100.0,99.46,99.9,83.54,100.15,118.94,118.96,110.74,119.28,11,0.01,0.19,249
942256,420639616003,blockgroup,40.566079,-79.235033,Verizon DSL,DSL,3.0,0.768,1.74,1.75,0.17,2.81,0.55,0.54,0.39,0.73,55,0.05,49.67,339
942264,420912060043,blockgroup,40.159165,-75.409319,Verizon,Fiber,100.0,100.0,98.76,99.88,59.45,100.2,118.5,118.46,117.61,119.13,10,0.0,0.24,235
942280,481130181341,blockgroup,32.896891,-96.527059,Charter,Cable,200.0,10.0,230.91,233.61,60.13,236.69,11.52,11.67,1.65,11.74,24,0.08,0.4,261
942288,51760060501,tract,37.518968,-77.462756,Verizon,Fiber,100.0,100.0,99.91,100.18,85.14,100.64,111.31,111.44,80.21,118.31,12,0.01,0.98,341
942298,481872107051,blockgroup,29.564145,-98.261698,Charter,Cable,200.0,10.0,233.64,233.97,212.65,235.03,11.46,11.45,10.42,11.76,20,0.01,0.27,317
942530,370230209011,blockgroup,35.754976,-81.564814,CenturyLink,DSL,10.0,0.768,9.5,9.61,6.02,9.82,0.78,0.78,0.64,0.85,41,0.07,0.98,338
942538,421010218003,blockgroup,40.056967,-75.230518,Verizon,Fiber,100.0,100.0,99.49,99.9,83.18,100.29,118.54,118.54,114.53,119.1,8,0.0,0.28,202
942546,37013930700,tract,35.460199,-76.722456,CenturyLink,DSL,20.0,2.0,20.5,20.84,16.29,21.18,1.96,1.97,1.49,2.08,39,0.03,1.27,280
942580,421010028011,blockgroup,39.930828,-75.156353,Verizon,Fiber,100.0,100.0,98.94,99.84,66.54,100.6,119.86,119.93,117.52,120.86,6,0.02,0.31,258
942606,36047015900,tract,40.675463,-73.973718,Charter,Cable,200.0,10.0,232.5,233.87,6.55,234.95,11.55,11.68,0.87,11.73,21,0.07,0.34,346
942608,120570115092,blockgroup,28.164208,-82.525469,Frontier,Fiber,75.0,75.0,76.24,76.95,60.01,78.15,69.27,69.74,64.5,70.61,16,0.01,1.22,313
942616,17011965300,tract,41.377978,-89.465678,Frontier,DSL,12.0,1.0,11.53,11.46,9.64,11.82,0.98,0.98,0.87,1.03,11,0.14,0.45,88
942626,401450306013,blockgroup,35.967179,-95.683947,Windstream,DSL,12.0,0.768,14.37,15.2,3.72,16.72,1.2,1.32,0.08,1.54,27,0.06,0.81,335
942630,12115001804,tract,27.288366,-82.525944,Frontier,Fiber,200.0,200.0,199.39,201.21,164.58,204.86,198.56,200.65,89.53,201.96,15,0.01,0.31,362
942632,53053072603,tract,47.213141,-122.755224,CenturyLink,DSL,20.0,1.5,24.66,25.15,10.71,26.5,1.83,1.86,0.94,1.9,20,0.01,0.97,500
942644,390610212022,blockgroup,39.128293,-84.620859,Cincinnati Bell,Fiber,500.0,125.0,281.92,334.56,36.77,436.51,135.37,135.42,133.75,135.64,9,0.13,0.15,284
942650,320079512023,blockgroup,40.81872,-115.764284,Frontier,DSL,18.0,1.0,18.84,18.98,8.07,20.45,1.56,1.6,0.34,1.66,16,0.13,0.51,281
942652,48085031628,tract,33.052616,-96.720445,Frontier,Fiber,200.0,200.0,202.76,203.82,183.33,205.8,202.01,202.06,200.64,202.48,4,0.0,0.11,295
942822,390610249042,blockgroup,39.112224,-84.334717,Charter,Cable,200.0,10.0,233.35,233.92,216.13,237.77,11.64,11.67,11.03,11.92,25,0.01,0.6,322
942838,390170111351,blockgroup,39.418369,-84.426993,Cincinnati Bell,DSL,30.0,3.0,27.85,28.05,14.74,28.13,2.85,2.85,2.43,2.99,31,0.02,0.4,321
943190,39061023400,tract,39.18785,-84.445849,Cincinnati Bell,Fiber,250.0,100.0,270.75,271.86,202.78,273.13,107.48,107.79,81.84,107.91,12,0.01,0.22,307
943198,50070213041,blockgroup,36.327682,-94.241451,Cox,Cable,150.0,10.0,178.27,178.9,88.07,188.73,9.81,9.79,9.55,10.91,20,0.0,0.38,328
943216,48371950100,tract,30.986426,-102.239707,Windstream,DSL,12.0,0.768,11.33,11.41,3.66,11.47,0.59,0.62,0.38,0.71,33,0.03,3.54,325
943226,390610211021,blockgroup,39.148779,-84.657208,Cincinnati Bell,Fiber,500.0,125.0,320.35,359.62,34.55,435.92,135.38,135.41,131.52,135.5,11,0.04,0.11,259
943230,390170102033,blockgroup,39.324224,-84.770689,Cincinnati Bell,Fiber,500.0,125.0,421.91,492.66,29.98,540.47,135.71,135.55,134.96,136.69,13,0.06,0.11,178
943232,390610213032,blockgroup,39.114777,-84.620308,Cincinnati Bell,Fiber,500.0,125.0,310.59,349.3,33.49,450.45,135.36,135.4,132.16,135.7,12,0.04,0.13,304
943236,39017000200,tract,39.369932,-84.556624,Cincinnati Bell,Fiber,500.0,125.0,333.36,347.38,38.64,416.45,135.34,135.42,122.93,135.72,14,0.04,0.17,340
943248,390610048001,blockgroup,39.130653,-84.418168,Cincinnati Bell,Fiber,500.0,125.0,497.35,510.22,198.74,531.37,135.59,135.55,134.51,136.52,11,0.0,0.24,326
943266,210150703093,blockgroup,38.941695,-84.655764,Cincinnati Bell,DSL,30.0,3.0,26.22,27.31,14.14,28.44,2.84,2.85,2.21,2.95,23,0.03,0.62,183
943294,180030105002,blockgroup,41.104097,-85.261477,CenturyLink,DSL,20.0,2.0,19.93,20.01,17.02,20.12,1.94,1.94,1.78,2.02,30,0.01,0.42,361
943306,39061023002,tract,39.26442,-84.400594,Cincinnati Bell,Fiber,250.0,100.0,268.73,271.56,35.45,272.61,107.16,107.57,53.86,107.84,13,0.03,0.2,340
943324,360670158003,blockgroup,42.868454,-76.092399,Verizon DSL,DSL,1.0,0.384,0.93,0.93,0.7,0.94,0.17,0.17,0.14,0.24,31,0.05,3.52,330
943334,120499701011,blockgroup,27.575002,-81.67954,CenturyLink,DSL,10.0,0.768,9.43,9.65,6.66,9.79,0.73,0.73,0.63,0.8,38,0.03,2.47,158
945122,390250404051,blockgroup,39.233457,-84.275615,Cincinnati Bell,Fiber,250.0,100.0,257.9,271.54,6.24,273.06,105.44,107.76,61.83,109.69,26,0.04,0.22,330
945126,10830212021,blockgroup,34.719666,-86.843697,Charter,Cable,100.0,10.0,103.97,114.25,11.18,114.59,11.38,11.4,10.04,11.44,35,0.09,0.56,332
945154,360750210031,blockgroup,43.301679,-76.373329,Charter,Cable,100.0,10.0,116.97,117.02,111.03,117.22,11.64,11.67,10.64,11.96,30,0.01,0.48,355
947082,390610099013,blockgroup,39.115285,-84.610348,Cincinnati Bell,Fiber,500.0,125.0,309.26,353.79,33.58,423.14,135.4,135.42,132.13,135.69,12,0.04,0.12,345
947084,39061007300,tract,39.173671,-84.515991,Cincinnati Bell,Fiber,500.0,125.0,486.9,498.52,37.87,531.9,135.62,135.53,134.51,136.53,13,0.02,0.2,322
947086,60350403023,blockgroup,40.399771,-120.67164,Frontier,DSL,12.0,1.0,10.41,11.43,2.51,11.63,1.01,1.01,0.92,1.08,17,0.14,1.05,342
947088,171990208021,blockgroup,37.748644,-88.78707,Frontier,DSL,18.0,1.0,21.0,21.86,8.39,21.91,1.54,1.55,1.36,1.61,18,0.15,0.6,247
947104,550119602002,blockgroup,44.569614,-91.676802,Frontier,DSL,12.0,1.0,11.47,11.46,7.67,11.85,0.75,0.75,0.71,0.8,23,0.07,0.46,299
947116,26157000500,tract,43.464919,-83.274388,Frontier,DSL,12.0,1.0,11.36,11.49,4.25,11.85,0.87,0.87,0.43,0.99,25,0.03,0.51,235
947122,360070119012,blockgroup,42.356397,-75.953774,Frontier,DSL,24.0,3.0,30.56,31.8,11.85,31.9,3.32,3.34,2.18,3.46,20,0.13,0.39,310
947136,60670093321,blockgroup,38.440855,-121.340823,Frontier,DSL,12.0,1.0,10.76,11.35,0.26,11.59,0.79,0.82,0.44,0.89,15,0.55,5.2,181
947906,180571105133,blockgroup,40.027341,-85.975482,Comcast,Cable,200.0,10.0,237.06,237.98,216.46,238.72,11.08,11.58,5.16,11.69,22,0.01,0.41,57
948126,60730012022,blockgroup,32.758235,-117.13581,Cox,Cable,150.0,10.0,173.95,174.64,139.57,179.03,10.38,10.46,6.36,10.52,23,0.21,0.16,351
948128,220510230041,blockgroup,29.987889,-90.178254,Cox,Cable,300.0,30.0,260.21,260.34,104.18,374.57,30.83,34.31,8.87,34.51,33,0.04,0.49,352
948140,210819201011,blockgroup,38.742076,-84.686124,Cincinnati Bell,Fiber,500.0,125.0,324.29,358.76,28.08,439.55,135.28,135.42,106.38,135.54,11,0.05,0.12,357
948516,511076105062,blockgroup,39.09783,-77.520832,Comcast,Cable,200.0,5.0,807.44,856.99,486.4,892.62,917.19,931.76,339.16,939.16,6,0.02,0.06,294
948520,360270300001,blockgroup,41.833852,-73.780716,Optimum,Cable,200.0,35.0,194.51,220.33,92.81,229.09,35.6,36.77,12.61,37.22,14,0.24,1.0,274
948522,19013001000,tract,42.476741,-92.330753,Mediacom,Cable,200.0,20.0,261.73,266.2,65.96,268.16,23.93,23.88,18.97,28.61,36,0.03,1.25,308
948528,391336003021,blockgroup,41.301592,-81.366286,Charter,Cable,60.0,5.0,69.92,70.17,58.05,70.31,5.81,5.83,5.07,6.03,29,0.07,0.47,361
948532,250092605001,blockgroup,42.794425,-71.074175,Comcast,Cable,300.0,10.0,330.33,332.93,246.61,353.34,11.82,11.86,9.46,11.94,20,0.03,0.21,219
948538,60650422093,blockgroup,33.975918,-117.342771,Charter,Cable,200.0,10.0,202.85,223.79,10.93,229.5,10.36,11.36,1.54,11.48,23,0.03,5.99,350
948550,60330013011,blockgroup,38.812636,-122.553845,Mediacom,Cable,60.0,5.0,93.15,96.38,47.54,129.35,10.89,11.53,5.63,16.02,46,0.1,0.36,34
948552,191030101001,blockgroup,41.752612,-91.433701,Mediacom,Cable,100.0,10.0,127.91,133.25,46.06,133.59,12.33,12.49,3.92,17.24,29,0.05,0.15,364
948646,390250412022,blockgroup,39.079669,-84.239226,Cincinnati Bell,DSL,50.0,5.0,43.17,41.75,17.81,46.78,2.75,2.8,0.9,2.93,31,0.19,0.23,332
948666,390610053012,blockgroup,39.154021,-84.426937,Cincinnati Bell,Fiber,250.0,100.0,95.06,65.28,24.81,272.56,105.09,105.67,44.63,106.14,12,0.59,0.39,240
948692,39017011136,tract,39.378544,-84.425999,Charter,Cable,400.0,20.0,478.73,479.4,457.82,480.24,23.04,23.25,18.83,23.44,29,0.01,0.37,354
948702,180479696003,blockgroup,39.33469,-84.855635,Cincinnati Bell,DSL,10.0,1.0,8.01,8.47,4.1,8.58,0.68,0.7,0.43,0.85,32,0.03,4.44,197
948736,210819204002,blockgroup,38.51789,-84.53695,Cincinnati Bell,DSL,20.0,2.0,17.85,18.5,9.3,18.72,1.81,1.83,1.42,1.9,25,0.09,0.91,93
948742,360610223022,blockgroup,40.820021,-73.956923,Verizon,Fiber,200.0,200.0,305.37,305.98,220.75,306.03,335.5,335.5,330.37,337.19,4,0.01,0.18,313
948764,390610216032,blockgroup,39.247028,-84.564043,Cincinnati Bell,Fiber,500.0,125.0,379.41,380.85,40.07,518.05,131.98,132.0,127.63,132.87,12,0.02,0.13,272
948772,390170111362,blockgroup,39.383355,-84.422002,Cincinnati Bell,DSL,50.0,5.0,35.41,35.95,20.23,39.23,2.64,2.68,1.92,2.74,22,0.14,0.44,305
948778,390250403031,blockgroup,39.22357,-84.243169,Cincinnati Bell,DSL,50.0,5.0,40.13,40.2,26.6,45.26,2.75,2.77,2.43,2.94,17,0.04,0.49,295
948830,390250409001,blockgroup,39.064449,-84.049764,Cincinnati Bell,DSL,5.0,0.768,4.21,4.25,1.2,4.36,0.54,0.54,0.42,0.73,20,0.03,2.45,295
948832,390170111114,blockgroup,39.313128,-84.364512,Cincinnati Bell,Fiber,500.0,125.0,375.88,368.39,253.04,545.31,131.92,131.95,128.62,132.58,12,0.03,0.3,147
948842,390610223023,blockgroup,39.289042,-84.371288,Cincinnati Bell,Fiber,250.0,100.0,267.89,272.5,22.27,273.18,105.13,105.12,97.59,107.3,14,0.03,0.16,299
948844,211170643002,blockgroup,39.013711,-84.610905,Charter,Cable,200.0,10.0,229.83,231.74,189.11,234.53,10.81,11.22,5.66,11.62,35,0.03,0.4,91
948846,121259602012,blockgroup,30.024103,-82.333772,Windstream,DSL,25.0,1.5,27.79,27.92,23.63,27.99,1.69,1.69,1.29,1.78,28,0.03,0.54,366
948962,211170648001,blockgroup,39.069872,-84.553183,Cincinnati Bell,Fiber,500.0,125.0,346.73,345.34,223.71,415.64,135.39,135.41,135.04,135.5,15,0.02,0.1,229
949046,90010452001,blockgroup,41.208691,-73.439581,Optimum,Cable,200.0,35.0,88.25,45.82,32.33,214.85,34.3,35.25,19.44,36.56,13,0.07,4.0,152
949080,210150703183,blockgroup,38.958996,-84.697687,Cincinnati Bell,Fiber,500.0,125.0,333.13,381.67,37.88,420.12,135.4,135.43,134.65,135.48,9,0.07,0.11,77
949102,390610206043,blockgroup,39.188867,-84.649572,Cincinnati Bell,DSL,50.0,10.0,45.34,45.56,28.02,45.7,9.38,9.39,9.18,9.44,25,0.03,0.29,302
949104,391650320041,blockgroup,39.297695,-84.343094,Cincinnati Bell,Fiber,500.0,125.0,480.57,502.2,200.61,526.49,129.29,132.67,76.46,134.57,14,0.05,1.18,226
949130,390610211012,blockgroup,39.161796,-84.660371,Cincinnati Bell,DSL,50.0,5.0,45.79,46.66,29.57,46.75,2.85,2.87,2.56,3.04,26,0.02,0.47,155
949134,390610206043,blockgroup,39.188867,-84.649572,Cincinnati Bell,DSL,10.0,1.0,9.14,9.15,8.0,9.19,1.89,1.89,1.82,1.98,27,0.03,0.52,297
949138,39017011120,tract,39.385157,-84.388514,Cincinnati Bell,DSL,50.0,5.0,42.94,41.73,23.92,46.82,2.88,2.9,2.57,3.07,14,0.06,0.35,300
949160,530090019012,blockgroup,48.093846,-123.13586,CenturyLink,DSL,7.0,0.896,7.16,7.22,3.76,7.27,0.89,0.89,0.66,0.95,14,0.04,0.67,360
950054,390610239022,blockgroup,39.243364,-84.352413,Cincinnati Bell,Fiber,500.0,125.0,376.97,352.58,63.59,546.75,131.92,131.86,113.68,135.82,12,0.01,0.37,365
